Metagenome	Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination	Domain	Phylum	Class	Order	Family	Genus	Species	FastANI Reference	FastANI Reference Radius	FastANI Taxonomy	FastANI ANI	FastANI Alignment Fraction	Closest Placement Reference	Closest Placement Taxonomy	Closest Placement ANI	Closest Placement Alignment Fraction	Classification Method	Note	Other Related References	MSA AA Percent	RED Value	Warnings	...2	BinContigLenSum	hallmarkSum	gcMean	seqname	max_contigLen	max_score	max_contigLenGroup	full-partial	bin_high_group	bin_high_ContigLenSum	GroupPercent
C2	bin.046	k__Bacteria	88	230	148	20	204	6	0	0	0	89.86	2.03	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	GCA_003133815.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815	83.38	0.52	taxonomic classification defined by topology and ANI	-	GCA_003139955.1, s__UBA11358 sp0031399...	83.88	0.958036485	-	45	2869705	0	54	NODE_44_length_261458_cov_37.871513	261458	NA	Bacteria?	NA	Bacteria?	2763971	96
C2	bin.047	k__Bacteria	5449	104	58	1	2	1	2	2	96	99.84	2318.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	151005832	564	58	NODE_38_length_280377_cov_7.747658	280377	0.913	dsDNAphage	|0_partial	Bacteria?	141830485	93
C2	bin.048	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	238261	3	48	NODE_128_length_162861_cov_18.067786	162861	0.973	dsDNAphage	|full	dsDNAphage	238261	100
C2	bin.049	k__Archaea	207	149	107	136	13	0	0	0	0	1.73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	149981	2	33	NODE_5066_length_18471_cov_3.457320	18471	0.94	lavidaviridae	|full	NCLDV	81825	54
C2	bin.050	k__Bacteria	2993	147	91	48	99	0	0	0	0	90.79	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	BGMRC-2031		-	-	-	-	-	GCF_004346745.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__BGMRC-2031;s__BGMRC-2031 sp004346745	81.03	0.57	taxonomic classification defined by topology and ANI	-	GCF_010131535.1, s__BGMRC-2031 sp01013...	76.69	0.9638493306	-	49	5486325	24	53	NODE_4_length_858545_cov_11.097005	858545	NA	Bacteria?	NA	Bacteria?	4846897	88
C2	bin.051	f__Bacillaceae	128	555	180	5	529	20	1	0	0	98.25	4.84	Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	94.28	0.8428571747	-	50	4517051	7	39	NODE_57_length_233333_cov_31.028575	233333	NA	Bacteria?	NA	Bacteria?	4372360	96
C2	bin.052	k__Bacteria	2258	187	116	4	180	3	0	0	0	98.44	2.16	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003170825.1, s__Terracidiphilus sp...	92.38	0.9248549113	-	51	4300849	0	63	NODE_8_length_606709_cov_113.275515	606709	NA	Bacteria?	NA	Bacteria?	4211194	97
C2	bin.053	k__Bacteria	924	151	101	41	108	2	0	0	0	63.66	1.1	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	67.78	0.8770926576	-	52	860642	0	52	NODE_41_length_272718_cov_27.011725	272718	NA	Bacteria?	NA	Bacteria?	860642	100
C2	bin.054	k__Archaea	207	149	107	137	12	0	0	0	0	1.65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	365464	6	48	NODE_3322_length_24667_cov_3.613928	24667	0.9	NCLDV	|full	NCLDV	157490	43
C2	bin.055	k__Bacteria	901	171	117	58	113	0	0	0	0	57.66	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	65.14	0.876979317	-	54	882058	1	51	NODE_98_length_177113_cov_6.271357	177113	NA	Bacteria?	NA	Bacteria?	826580	93
C2	bin.056	k__Bacteria	901	171	117	50	119	2	0	0	0	61.51	0.57	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	68.69	0.8839351213	-	55	876203	0	52	NODE_26_length_325547_cov_14.413995	325547	NA	Bacteria?	NA	Bacteria?	876203	100
C2	bin.057	o__Rhodospirillales	63	336	201	207	124	5	0	0	0	43.49	0.56	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCF_903915535.1, s__Reyranella aerosac...	36.13	0.988748071	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	56	1323330	9	65	NODE_487_length_76398_cov_11.990844	76398	1	dsDNAphage	|full	Bacteria?	1218329	92
C2	bin.058	root	5656	56	24	53	3	0	0	0	0	12.5	0	Bacteria	Proteobacteria	Gammaproteobacteria	LLD-282	LLD-282			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	15.07	0.751197975	-	57	2257743	0	36	NODE_12_length_437942_cov_11.591568	437942	NA	Bacteria?	NA	Bacteria?	1742060	77
C2	bin.059	k__Bacteria	2993	147	91	42	53	29	19	4	0	84.07	69.86	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	28.97	0.8066054653	Genome has more than 43.3% of markers with multiple hits	58	3530168	1	63	NODE_4497_length_20086_cov_4.659977	20086	NA	Bacteria?	NA	Bacteria?	3384716	95
C2	bin.060	k__Bacteria	5449	101	57	43	57	1	0	0	0	81.18	1.75	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	61.76	0.8769841093	-	59	2769723	2	58	NODE_357_length_90124_cov_6.988187	90124	NA	Bacteria?	NA	Bacteria?	2676546	96
C2	bin.061	k__Bacteria	5449	104	58	13	91	0	0	0	0	80.46	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA6065			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	63.27	0.8278299985	-	60	601555	0	51	NODE_166_length_138929_cov_14.059306	138929	NA	Bacteria?	NA	Bacteria?	601555	100
C2	bin.062	k__Bacteria	5449	104	58	41	31	25	7	0	0	70.5	47.02	Bacteria	Bacteroidota	Bacteroidia	AKYH767	Palsa-948	JABEUT01		-	-	-	-	-	GCA_013289395.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__JABEUT01 sp013289395	85.88	0.46	taxonomic classification defined by topology and ANI	-	GCA_013288205.1, s__JABEUT01 sp0132882...	33	0.9878995713	Genome has more than 36.7% of markers with multiple hits	61	2816105	9	39	NODE_3303_length_24760_cov_3.568468	24760	0.967	lavidaviridae	|0_partial	Bacteria?	2488900	88
C2	bin.063	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	204174	0	31	NODE_77_length_204174_cov_7.809552	204174	0.627	NCLDV	|full	NCLDV	204174	100
C2	bin.064	k__Bacteria	2993	143	89	61	81	1	0	0	0	66.86	1.12	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA9628	GWA2-66-18		-	-	-	-	-	GCA_013044195.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__GWA2-66-18 sp013044195	80.89	0.56	taxonomic classification defined by topology and ANI	-	GCA_903874575.1, s__GWA2-66-18 sp90387...	56.9	0.9631194135	-	63	1806839	2	68	NODE_2293_length_31458_cov_3.898163	31458	NA	Bacteria?	NA	Bacteria?	1720667	95
C2	bin.065	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	260841	11	51	NODE_45_length_260841_cov_54.850299	260841	1	dsDNAphage	|full	dsDNAphage	260841	100
C2	bin.066	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	530803	12	61	NODE_10_length_530803_cov_27.844244	530803	0.953	dsDNAphage	|full	dsDNAphage	530803	100
C2	bin.067	k__Bacteria	88	230	148	45	183	2	0	0	0	89.24	0.47	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	GCA_003133815.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815	81.72	0.54	taxonomic classification defined by topology and ANI	-	GCA_003139955.1, s__UBA11358 sp0031399...	70.52	0.9508139442	-	66	2048041	0	54	NODE_154_length_145328_cov_18.968790	145328	NA	Bacteria?	NA	Bacteria?	2042548	99
C2	bin.068	k__Bacteria	5449	104	58	84	20	0	0	0	0	19.36	0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		-	-	-	-	-	GCA_003165495.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003165495	79.33	0.4	taxonomic classification defined by topology and ANI	-	GCA_003132425.1, s__Bog-1198 sp0031324...	18.21	0.9702478179	-	67	1289938	0	65	NODE_1723_length_37858_cov_4.285454	37858	NA	Bacteria?	NA	Bacteria?	1289938	100
C2	bin.069	k__Bacteria	924	161	108	31	129	1	0	0	0	73.61	0.93	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150		-	-	-	-	-	GCA_003133385.1	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA5150;s__UBA5150 sp003133385	78.08	0.31	taxonomic classification defined by topology and ANI	-	-	74.67	0.9625811398	-	68	1048499	0	45	NODE_112_length_171312_cov_5.379447	171312	NA	Bacteria?	NA	Bacteria?	1026662	97
C2	bin.070	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69	216371	14	49	NODE_69_length_216371_cov_170.104967	216371	1	dsDNAphage	|full	dsDNAphage	216371	100
C2	bin.071	k__Bacteria	5449	104	58	47	57	0	0	0	0	81.54	0	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		-	-	-	-	-	GCA_013286675.1	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__PALSA-1444 sp013286675	85.41	0.67	taxonomic classification defined by topology and ANI	-	GCA_003153295.1, s__PALSA-1444 sp00315...	61.96	0.9818948847	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	70	1756559	0	44	NODE_1052_length_49727_cov_6.494524	49727	NA	Bacteria?	NA	Bacteria?	1723488	98
C2	bin.072	k__Bacteria	2921	152	93	95	56	1	0	0	0	40.42	1.08	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	29.94	0.9225296034	-	71	306525	0	54	NODE_8712_length_12801_cov_3.762514	12801	NA	Bacteria?	NA	Bacteria?	280768	91
C2	bin.073	k__Bacteria	2993	143	89	25	118	0	0	0	0	74.53	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	67.64	0.8429384672	-	72	792132	0	54	NODE_88_length_187789_cov_8.833253	187789	NA	Bacteria?	NA	Bacteria?	769438	97
C2	bin.074	k__Bacteria	2258	187	116	90	92	5	0	0	0	65.28	2.93	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003170825.1, s__Terracidiphilus sp...	47.05	0.9212831539	-	73	2577173	4	62	NODE_285_length_102225_cov_10.239816	102225	NA	Bacteria?	NA	Bacteria?	2500628	97
C2	bin.075	o__Rhizobiales	107	485	316	34	436	15	0	0	0	92.63	3.82	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	BOG-931		-	-	-	-	-	GCA_003164375.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__BOG-931 sp003164375	77.5	0.25	taxonomic classification defined by topology and ANI	-	-	85.31	0.9490748625	-	74	3819641	0	61	NODE_96_length_180454_cov_8.652886	180454	NA	Bacteria?	NA	Bacteria?	3806356	99
C2	bin.076	k__Bacteria	5449	104	58	80	22	2	0	0	0	38.28	3.45	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		-	-	-	-	-	GCF_003429005.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sp003429005	83.71	0.61	taxonomic classification defined by topology and ANI	-	GCF_900142845.1, s__Paraburkholderia p...	30.16	0.9852290059	-	75	5312929	5	62	NODE_243_length_112104_cov_12.013226	112104	NA	Bacteria?	NA	Bacteria?	5268367	99
C2	bin.077	k__Bacteria	2258	187	116	33	152	2	0	0	0	85.39	0.91	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Silvibacterium		-	-	-	-	-	GCF_001006305.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Silvibacterium;s__Silvibacterium bohemicum	79.21	0.39	taxonomic classification defined by topology and ANI	-	GCF_004123295.1, s__Silvibacterium din...	75.16	0.961717367	-	76	5159012	4	60	NODE_194_length_127783_cov_22.885718	127783	NA	Bacteria?	NA	Bacteria?	5075364	98
C2	bin.078	root	5656	56	24	56	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	11.71	0.8778717642	-	77	359944	0	64	NODE_8771_length_12745_cov_3.131521	12745	NA	Bacteria?	NA	Bacteria?	352632	97
C2	bin.079	k__Bacteria	5449	104	58	25	30	35	13	1	0	76.75	66.27	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	15.11	0.8649835341	Genome has more than 44.2% of markers with multiple hits	78	1785297	1	36	NODE_2997_length_26309_cov_4.346614	26309	0.987	NCLDV	|full	Bacteria?	1523910	85
C2	bin.080	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79	353766	0	58	NODE_660_length_63606_cov_10.313260	63606	NA	Bacteria?	NA	Bacteria?	353766	100
C2	bin.081	k__Bacteria	5449	103	58	22	47	31	1	2	0	73.56	33.84	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	34.27	0.8717938768	Genome has more than 27.5% of markers with multiple hits	80	1047230	3	50	NODE_1078_length_48739_cov_4.807288	48739	NA	Bacteria?	NA	Bacteria?	936035	89
C2	bin.082	root	5656	56	24	55	1	0	0	0	0	4.17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.083	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81	499497	18	58	NODE_2437_length_30189_cov_4.704155	30189	0.893	dsDNAphage	|full	dsDNAphage	265714	53
C2	bin.084	k__Bacteria	924	151	101	54	43	51	3	0	0	65.2	39.7	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	27.4	0.9279319015	Genome has more than 33.3% of markers with multiple hits	82	1000299	1	55	NODE_3040_length_26108_cov_3.966146	26108	NA	Bacteria?	NA	Bacteria?	869207	86
C2	bin.085	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83	367226	11	59	NODE_277_length_105136_cov_7.035325	105136	0.833	dsDNAphage	|full	dsDNAphage	367226	100
C2	bin.086	k__Archaea	207	149	107	26	121	2	0	0	0	78.97	1.87	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	UBA12276		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	68.15	0.8406976504	-	84	1007921	0	52	NODE_30_length_310616_cov_7.150476	310616	NA	Bacteria?	NA	Bacteria?	966992	95
C2	bin.087	root	5656	56	24	55	1	0	0	0	0	4.17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85	281533	0	54	NODE_78_length_201772_cov_46.486137	201772	NA	Bacteria?	NA	Bacteria?	281533	100
C2	bin.088	k__Bacteria	901	171	117	50	121	0	0	0	0	62.79	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	69.57	0.9212676146	-	86	954136	0	55	NODE_11_length_468416_cov_17.386586	468416	NA	Bacteria?	NA	Bacteria?	954136	100
C2	bin.089	k__Bacteria	2258	188	117	76	79	31	1	1	0	64.33	23.41	Bacteria	Acidobacteriota	Acidobacteriae	UBA7541	UBA7541	Palsa-295		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003156635.1, s__Palsa-295 sp003156...	39.49	0.964367097	Genome has more than 19.2% of markers with multiple hits	87	2379332	0	58	NODE_2377_length_30687_cov_4.550307	30687	NA	Bacteria?	NA	Bacteria?	2342061	98
C2	bin.090	k__Bacteria	5449	104	58	102	2	0	0	0	0	0.31	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88	308271	40	53	NODE_32_length_308271_cov_68.115108	308271	0.993	dsDNAphage	|full	dsDNAphage	308271	100
C2	bin.091	c__Gammaproteobacteria	67	481	276	110	334	35	2	0	0	86.64	9.25	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003134045.1, s__Bog-1198 sp0031340...	63.47	0.9597979232	-	89	3652242	0	64	NODE_383_length_87050_cov_10.604184	87050	NA	Bacteria?	NA	Bacteria?	3558937	97
C2	bin.092	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	310192	12	45	NODE_31_length_310192_cov_12.051322	310192	0.973	dsDNAphage	|full	dsDNAphage	310192	100
C2	bin.093	k__Bacteria	2258	182	112	106	75	1	0	0	0	44.21	0.89	Bacteria	Bdellovibrionota	Bdellovibrionia_A	UBA1018	UBA1018			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	40.52	0.8024288667	-	91	622792	0	48	NODE_9577_length_11961_cov_3.313539	11961	NA	Bacteria?	NA	Bacteria?	611459	98
C2	bin.094	k__Bacteria	2921	152	93	81	70	1	0	0	0	56.93	0.36	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SXRF01	JABCZZ01		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	45.3	0.9109305634	-	92	851341	0	56	NODE_7178_length_14576_cov_3.269196	14576	NA	Bacteria?	NA	Bacteria?	791335	92
C2	bin.095	k__Bacteria	5449	104	58	53	51	0	0	0	0	76.21	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella		-	-	-	-	-	GCF_003977615.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__Dyella sp003977615	87.81	0.75	taxonomic classification defined by topology and ANI	-	GCA_903970555.1, s__Dyella sp903970555...	65.32	0.996909872	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	93	4244067	2	59	NODE_393_length_86090_cov_10.780508	86090	NA	Bacteria?	NA	Bacteria?	4221996	99
C2	bin.096	o__Rhizobiales	107	485	316	183	286	14	2	0	0	64.53	2.82	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	BOG-931		-	-	-	-	-	GCA_003164375.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__BOG-931 sp003164375	80.07	0.54	taxonomic classification defined by topology and ANI	-	-	44.87	0.9617177955	-	94	2456066	0	63	NODE_890_length_54511_cov_4.843727	54511	NA	Bacteria?	NA	Bacteria?	2430376	98
C2	bin.097	k__Bacteria	5449	104	58	97	7	0	0	0	0	10.34	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	167908	0	55	NODE_18483_length_7615_cov_2.377646	7615	NA	Bacteria?	NA	Bacteria?	162566	96
C2	bin.098	o__Sphingomonadales	26	569	293	498	63	8	0	0	0	9.21	0.09	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	Gp6-AA45		-	-	-	-	-	GCA_003222535.1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__Gp6-AA45 sp003222535	79.6	0.59	taxonomic classification defined by topology and ANI	-	GCA_003223775.1, s__Gp6-AA45 sp0032237...	11.51	0.9357977832	-	96	26528	0	66	NODE_27006_length_5899_cov_2.903491	5899	NA	Bacteria?	NA	Bacteria?	26528	100
C2	bin.099	k__Bacteria	5449	101	57	48	29	24	0	0	0	76.09	36.84	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		-	-	-	-	-	GCA_003140665.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665	79.75	0.39	taxonomic classification defined by topology and ANI	-	GCA_003168315.1, s__Palsa-1447 sp00316...	36.85	0.9728177146	Genome has more than 29.2% of markers with multiple hits	97	3849657	3	65	NODE_310_length_97314_cov_11.955521	97314	NA	Bacteria?	NA	Bacteria?	3754332	97
C2	bin.100	k__Bacteria	5449	104	58	64	39	1	0	0	0	61.21	1.72	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PKWO01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	47.19	0.9588927891	-	98	4834838	8	59	NODE_1622_length_39015_cov_4.551925	39015	NA	Bacteria?	NA	Bacteria?	4667867	96
C2	bin.101	k__Bacteria	2258	181	111	18	160	3	0	0	0	97.4	2.03	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	85.17	0.8772417711	-	99	3894420	1	46	NODE_64_length_223079_cov_7.782378	223079	NA	Bacteria?	NA	Bacteria?	3870520	99
C2	bin.102	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	203060	9	59	NODE_367_length_89196_cov_6.392592	89196	0.987	dsDNAphage	|full	dsDNAphage	203060	100
C2	bin.103	k__Bacteria	924	151	101	64	87	0	0	0	0	55.58	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	57.47	0.8829886464	-	101	815139	0	54	NODE_161_length_142115_cov_17.189927	142115	NA	Bacteria?	NA	Bacteria?	815139	100
C2	bin.104	k__Bacteria	2258	187	116	36	145	5	1	0	0	85.65	4.89	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	GCA_003140785.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003140785	78.01	0.31	taxonomic classification defined by topology and ANI	-	GCA_002314435.1, s__Terracidiphilus sp...	76.41	0.9539151783	-	102	4318288	3	59	NODE_235_length_113905_cov_10.263329	113905	NA	Bacteria?	NA	Bacteria?	4202243	97
C2	bin.105	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	103	219660	8	64	NODE_66_length_219660_cov_12.834271	219660	0.953	dsDNAphage	|full	dsDNAphage	219660	100
C2	bin.106	k__Bacteria	5449	104	58	36	61	7	0	0	0	68.97	3.37	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	55.49	0.8747078848	-	104	798222	1	47	NODE_82_length_195537_cov_10.371748	195537	0.867	dsDNAphage	|0_partial	Bacteria?	594531	74
C2	bin.107	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105	232636	2	63	NODE_275_length_105465_cov_6.835556	105465	0.987	dsDNAphage	|full	dsDNAphage	180750	77
C2	bin.108	o__Rhodospirillales	63	336	201	50	284	2	0	0	0	95.08	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	79.59	0.8359290156	-	106	5714287	16	64	NODE_19_length_382117_cov_25.778722	382117	NA	Bacteria?	NA	Bacteria?	5540826	96
