Metagenome	Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination	Domain	Phylum	Class	Order	Family	Genus	Species	FastANI Reference	FastANI Reference Radius	FastANI Taxonomy	FastANI ANI	FastANI Alignment Fraction	Closest Placement Reference	Closest Placement Taxonomy	Closest Placement ANI	Closest Placement Alignment Fraction	Classification Method	Note	Other Related References	MSA AA Percent	RED Value	Warnings
B2	bin.030	p__Bacteroidetes	364	303	203	30	265	8	0	0	0	92.41	2.59	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium		-	-	-	-	-	GCA_013289065.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp013289065	88.5	0.65	taxonomic classification defined by topology and ANI	-	GCF_009939005.1, s__Sediminibacterium ...	79.31	0.989994833	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
B2	bin.035	k__Bacteria	5449	103	57	13	73	17	0	0	0	80.54	7.02	Bacteria	Dependentiae	Babeliae	Babeliales				-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	56.84	0.7228009514	-
B2	bin.043	k__Bacteria	5449	104	58	57	46	1	0	0	0	64.62	0.86	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	50.86	0.8550762954	-
B2	bin.044	k__Bacteria	901	171	117	55	115	1	0	0	0	58.52	0.85	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	69.23	0.8792477874	-
B2	bin.049	c__Alphaproteobacteria	564	349	230	119	215	15	0	0	0	70.82	3.33	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		-	-	-	-	-	GCA_003139615.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp003139615	77.77	0.28	taxonomic classification defined by topology and ANI	-	-	48.56	0.9207374084	-
B2	bin.051	k__Bacteria	88	230	148	76	142	11	1	0	0	72.03	6.78	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	UBA1321	JABDGH01		-	-	-	-	-	-	-	-	-	ANI	-	GCA_013285645.1, s__JABDGH01 sp0132856...	53.15	0.9334421123	-
B2	bin.054	k__Bacteria	2258	187	116	49	135	3	0	0	0	78.81	2.59	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003170825.1, s__Terracidiphilus sp...	72.19	0.9226282928	-
B2	bin.055	k__Bacteria	88	227	146	34	188	5	0	0	0	89.08	2.77	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		-	-	-	-	-	GCA_003140665.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665	79.77	0.43	taxonomic classification defined by topology and ANI	-	GCA_003164715.1, s__Palsa-1447 sp00316...	69.15	0.9719257247	-
B2	bin.058	k__Bacteria	924	151	101	41	107	3	0	0	0	63.66	2.97	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	67.74	0.8775267189	-
B2	bin.059	k__Bacteria	901	171	117	82	89	0	0	0	0	52.58	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	55.61	0.8817334553	-
B2	bin.060	k__Bacteria	924	151	101	48	95	8	0	0	0	62.07	6.93	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	53.52	0.9133233159	-
B2	bin.067	k__Bacteria	901	171	117	42	129	0	0	0	0	68.21	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	67.82	0.9106321677	-
B2	bin.068	k__Bacteria	88	230	148	61	168	1	0	0	0	86.57	0.23	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		-	-	-	-	-	GCA_013286675.1	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__PALSA-1444 sp013286675	85.47	0.67	taxonomic classification defined by topology and ANI	-	GCA_003153295.1, s__PALSA-1444 sp00315...	62.72	0.9835311532	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
B2	bin.069	k__Bacteria	88	230	148	11	217	2	0	0	0	94.59	1.35	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	GCA_003133815.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815	83.41	0.53	taxonomic classification defined by topology and ANI	-	GCA_003139955.1, s__UBA11358 sp0031399...	86.24	0.9562283362	-
B2	bin.072	k__Bacteria	924	151	101	43	107	1	0	0	0	62.18	0.99	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	66.81	0.8831561493	-
B2	bin.075	k__Bacteria	5449	104	58	38	66	0	0	0	0	67.84	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	58.27	0.8828519869	-
B2	bin.076	k__Bacteria	924	151	101	35	116	0	0	0	0	72.28	0	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	64.05	0.8813387552	-
B2	bin.077	c__Gammaproteobacteria	67	481	276	99	360	21	1	0	0	86.66	3.64	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	68.43	0.8785694414	-
B2	bin.079	k__Bacteria	924	151	101	51	100	0	0	0	0	54.95	0	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	JACDET01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	62.62	0.8819252503	-
B2	bin.081	k__Bacteria	901	171	117	56	107	8	0	0	0	58.47	3.61	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	PMNU01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	61.05	0.8720569405	-
B2	bin.082	k__Archaea	207	149	107	29	119	1	0	0	0	76.64	0.93	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	UBA12276		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	65.65	0.8396037176	-
B2	bin.086	k__Bacteria	924	151	101	44	107	0	0	0	0	61.68	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	67.84	0.8749353797	-
B2	bin.087	k__Bacteria	5449	104	58	65	39	0	0	0	0	50.82	0	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		-	-	-	-	-	GCA_013286675.1	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__PALSA-1444;s__PALSA-1444 sp013286675	79.5	0.36	taxonomic classification defined by topology and ANI	-	GCA_003153295.1, s__PALSA-1444 sp00315...	44.87	0.9725926303	-
B2	bin.088	k__Bacteria	2993	143	89	32	111	0	0	0	0	73.36	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	1-14-0-10-45-20		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	64.74	0.9108372172	-
B2	bin.092	k__Bacteria	2993	147	91	42	101	4	0	0	0	87.59	4.4	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Fen-1231		-	-	-	-	-	GCA_903910555.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__Fen-1231 sp903910555	80.99	0.64	taxonomic classification defined by topology and ANI	-	GCA_003171215.1, s__Fen-1231 sp0031712...	68.93	0.9783204094	-
B2	bin.097	k__Bacteria	5449	104	58	58	45	1	0	0	0	60.97	1.72	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	GCA_003133815.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815	81.07	0.51	taxonomic classification defined by topology and ANI	-	GCA_003139955.1, s__UBA11358 sp0031399...	50.13	0.9487855512	-
B2	bin.103	k__Bacteria	88	230	148	62	164	4	0	0	0	73.5	2.03	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	SM23-39	CAIPFQ01		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	57.53	0.9328072355	-
B2	bin.105	p__Proteobacteria	2231	190	119	37	138	15	0	0	0	85.1	4.76	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003134045.1, s__Bog-1198 sp0031340...	68.51	0.9495286494	-
B2	bin.106	k__Bacteria	5449	104	58	16	88	0	0	0	0	78.42	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	GWA1-54-10		-	-	-	-	-	GCA_903824155.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__GWA1-54-10;s__GWA1-54-10 sp903824155	79.39	0.41	taxonomic classification defined by topology and ANI	-	-	64.44	0.9659178081	-
B2	bin.110	k__Bacteria	901	171	117	62	99	9	1	0	0	53.82	2.72	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	60.55	0.867933602	-
B2	bin.114	k__Bacteria	88	230	148	24	189	17	0	0	0	88.34	9.46	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	CAJCIW01		-	-	-	-	-	GCA_903970455.1	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__CAJCIW01;s__CAJCIW01 sp903970455	77.4	0.22	taxonomic classification defined by topology and ANI	-	-	76.97	0.9126603803	-
B2	bin.115	k__Bacteria	5449	104	58	26	78	0	0	0	0	73.72	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	PALSA-1337	PALSA-1337		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	56.22	0.9206616136	-
B2	bin.122	c__Spirochaetia	72	215	125	106	99	10	0	0	0	56.02	4.8	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003151625.1, s__PALSA-1336 sp00315...	42.78	0.8849407423	-
B2	bin.128	k__Bacteria	924	151	101	34	117	0	0	0	0	70.79	0	Bacteria	Patescibacteria	Doudnabacteria	UBA920	VMFF01			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	76	0.7803732484	-
B2	bin.131	k__Bacteria	5449	104	58	51	53	0	0	0	0	76.72	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	GCA-2746885		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	56.07	0.8757137346	-
B2	bin.139	o__Rickettsiales	83	324	211	131	181	10	2	0	0	56.98	4.2	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	64.52	0.8113623354	-
B2	bin.140	c__Gammaproteobacteria	67	481	276	138	313	30	0	0	0	71.21	7.51	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19		-	-	-	-	-	-	-	-	-	ANI	-	GCA_005878835.1, s__13-2-20CM-66-19 sp...	61.68	0.9412669638	-
B2	bin.141	c__Alphaproteobacteria	564	349	230	21	326	2	0	0	0	91.52	0.87	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales_A	UBA9219	JABDFY01		-	-	-	-	-	GCA_903875345.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_A;f__UBA9219;g__JABDFY01;s__JABDFY01 sp903875345	76.97	0.24	taxonomic classification defined by topology and ANI	-	-	91.54	0.8916474101	-
B2	bin.142	k__Bacteria	901	171	117	41	129	1	0	0	0	68.49	0.85	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	68.81	0.9098010894	-
B2	bin.143	k__Bacteria	88	227	146	45	178	4	0	0	0	85.17	1.54	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	64.11	0.917214577	-
B2	bin.145	k__Bacteria	5449	104	58	22	82	0	0	0	0	69.64	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	C7867-001		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	59.26	0.906350063	-
B2	bin.148	k__Bacteria	5449	104	58	53	50	1	0	0	0	77.07	1.72	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella		-	-	-	-	-	GCF_003977615.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__Dyella sp003977615	87.84	0.84	taxonomic classification defined by topology and ANI	-	GCA_903970555.1, s__Dyella sp903970555...	65.06	0.9966229341	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
B2	bin.151	k__Bacteria	2258	188	117	72	109	7	0	0	0	56.34	3.42	Bacteria	Acidobacteriota	Acidobacteriae	UBA7541	UBA7541	Palsa-295		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCA_013289695.1, s__Palsa-295 sp013289...	51.1	0.9742555283	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
A1	bin.001	k__Bacteria	88	230	148	73	143	13	1	0	0	78.46	9.01	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003455565.1, s__UBA11358 sp0034555...	49.41	0.9489880067	-
A1	bin.006	k__Bacteria	5449	104	58	61	43	0	0	0	0	59.64	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PKWO01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	44.23	0.9516674621	-
A1	bin.009	k__Bacteria	5449	104	58	63	40	1	0	0	0	59.77	1.72	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Granulicella_A		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCF_000178955.2, s__Granulicella_A mal...	46.73	0.9918755007	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
A1	bin.011	c__Deltaproteobacteria	83	247	155	31	202	13	0	1	0	87.04	5.73	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	84.85	0.803787579	-
A1	bin.019	o__Rhodospirillales	63	336	201	83	249	4	0	0	0	85.5	1.14	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	CAJCIS01		-	-	-	-	-	GCA_903970435.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAJCIS01;s__CAJCIS01 sp903970435	77.47	0.33	taxonomic classification defined by topology and ANI	-	-	71.47	0.9204732983	-
A1	bin.021	o__Rhizobiales	92	481	319	208	259	14	0	0	0	58.87	2.68	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus		-	-	-	-	-	GCF_009765995.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp009765995	81.28	0.57	taxonomic classification defined by topology and ANI	-	GCA_004799435.1, s__Roseiarcus sp00479...	46.58	0.9711923639	-
A1	bin.026	c__Gammaproteobacteria	1097	270	172	44	222	4	0	0	0	93.74	0.87	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	81.52	0.8312273909	-
A1	bin.032	k__Bacteria	5449	104	58	32	71	1	0	0	0	72.23	1.72	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	PALSA-1337	PALSA-1337		-	-	-	-	-	GCA_003151615.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__PALSA-1337;s__PALSA-1337 sp003151615	80.27	0.56	taxonomic classification defined by topology and ANI	-	-	51.52	0.9536167472	-
A1	bin.034	k__Bacteria	2258	187	116	35	144	8	0	0	0	84.22	6.11	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	GCA_003140785.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003140785	77.99	0.33	taxonomic classification defined by topology and ANI	-	GCA_002314435.1, s__Terracidiphilus sp...	74.39	0.95417568	-
A1	bin.036	k__Bacteria	5449	104	58	70	33	1	0	0	0	53.45	1.72	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herminiimonas		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCF_000026125.1, s__Herminiimonas arse...	46.2	0.978308681	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
A1	bin.040	c__Deltaproteobacteria	83	247	155	27	210	8	2	0	0	90.5	6.64	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Palsa-1150		-	-	-	-	-	GCA_003139415.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Palsa-1150;s__Palsa-1150 sp003139415	78.53	0.43	taxonomic classification defined by topology and ANI	-	GCA_003153495.1, s__Palsa-1150 sp00315...	80.54	0.9313915133	-
A1	bin.043	k__Bacteria	5449	104	58	56	48	0	0	0	0	69.75	0	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Granulicella_A		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	59.02	0.9398682204	-
A1	bin.045	k__Bacteria	2258	187	116	100	86	1	0	0	0	53.43	0.05	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Granulicella_A		-	-	-	-	-	GCF_009766105.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_A;s__Granulicella_A sp009766105	91.8	0.82	taxonomic classification defined by topology and ANI	-	GCF_000178955.2, s__Granulicella_A mal...	52.89	0.9901440311	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
A1	bin.046	k__Bacteria	5449	104	58	67	37	0	0	0	0	50.17	0	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales_A	BOG-932	BOG-932		-	-	-	-	-	GCA_003165335.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales_A;f__BOG-932;g__BOG-932;s__BOG-932 sp003165335	78.65	0.36	taxonomic classification defined by topology and ANI	-	GCA_903970575.1, s__BOG-932 sp90397057...	42.72	0.9557032342	-
A1	bin.056	k__Bacteria	88	230	148	50	174	5	1	0	0	82.5	4.73	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	-	-	-	-	ANI	-	GCA_903895255.1, s__UBA11358 sp9038952...	63.59	0.9443820445	-
A1	bin.058	k__Bacteria	88	230	148	31	194	5	0	0	0	89.56	3.04	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	-	-	-	-	ANI	-	GCA_903833055.1, s__UBA11358 sp9038330...	72.21	0.9302734611	-
A1	bin.062	o__Rhodospirillales	63	336	201	73	234	28	1	0	0	85.42	9.25	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila		-	-	-	-	-	GCF_009765975.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__Rhodopila sp009765975	86.03	0.73	taxonomic classification defined by topology and ANI	-	GCA_003506895.1, s__Rhodopila sp003506...	64.17	0.9812743621	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
A1	bin.064	p__Bacteroidetes	350	316	210	33	269	14	0	0	0	92.52	4.79	Bacteria	Bacteroidota	Bacteroidia	AKYH767	Palsa-948	JABEUT01		-	-	-	-	-	GCA_013288205.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__JABEUT01 sp013288205	79.72	0.48	taxonomic classification defined by topology and ANI	-	GCA_903916255.1, s__JABEUT01 sp9039162...	80.52	0.9590519808	-
A1	bin.066	o__Rhodospirillales	63	336	201	47	289	0	0	0	0	94.66	0	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella		-	-	-	-	-	-	-	-	-	ANI	-	GCF_014201825.1, s__Acidocella aromati...	78.92	0.9516249806	-
A1	bin.067	p__Bacteroidetes	350	316	210	110	197	9	0	0	0	72.2	2.94	Bacteria	Bacteroidota	Bacteroidia	AKYH767	Palsa-948	JABEUT01		-	-	-	-	-	GCA_013288205.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__JABEUT01 sp013288205	83.14	0.5	taxonomic classification defined by topology and ANI	-	GCA_903916255.1, s__JABEUT01 sp9039162...	51.68	0.9771916224	-
A1	bin.072	k__Bacteria	5449	104	58	68	36	0	0	0	0	51.72	0	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	VFKI01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	46.28	0.857724567	-
A3	bin.003	k__Bacteria	924	151	101	56	94	1	0	0	0	58.02	0.11	Bacteria	Patescibacteria	Doudnabacteria	UBA920	O2-02-FULL-48-8	2-01-FULL-45-18		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	51.76	0.8735670615	-
A3	bin.004	k__Bacteria	88	230	148	30	196	4	0	0	0	86.08	1.27	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	PALSA-1444		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	71.99	0.9108763446	-
A3	bin.005	k__Bacteria	924	160	109	51	108	1	0	0	0	70.81	0.1	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	PALSA-1336		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	67.56	0.9145620222	-
A3	bin.008	k__Bacteria	924	151	101	38	113	0	0	0	0	68.37	0	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	PJMG01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	59.86	0.8743537188	-
A3	bin.009	k__Bacteria	2258	187	116	37	143	7	0	0	0	77.59	4.42	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	GWA2-73-35	AR37		-	-	-	-	-	GCA_003220345.1	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__AR37;s__AR37 sp003220345	78.92	0.43	taxonomic classification defined by topology and ANI	-	-	74.57	0.8746335508	-
A3	bin.012	k__Bacteria	2258	188	117	83	105	0	0	0	0	52.7	0	Bacteria	Acidobacteriota	Acidobacteriae	UBA7541	UBA7541			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	53.44	0.8755625385	-
A3	bin.018	c__Deltaproteobacteria	83	247	155	78	159	10	0	0	0	67.39	2.2	Bacteria	Myxococcota	Polyangia	Palsa-1104	Fen-1088			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	55.71	0.8104146741	-
A3	bin.019	k__Bacteria	924	151	101	28	122	1	0	0	0	74.26	0.99	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	PPGL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	67.04	0.898235396	-
A3	bin.028	c__Gammaproteobacteria	1164	275	174	53	220	2	0	0	0	78.29	0.61	Bacteria	Proteobacteria	Gammaproteobacteria	UBA6186	UBA6186			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	79.59	0.8407739175	-
A3	bin.029	o__Rhizobiales	107	485	316	185	290	10	0	0	0	61.52	1.41	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	AP-16		-	-	-	-	-	GCA_005884745.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__AP-16;s__AP-16 sp005884745	78.46	0.28	taxonomic classification defined by topology and ANI	-	-	52.49	0.9431688947	-
A3	bin.034	k__Bacteria	5449	104	58	57	45	2	0	0	0	63.06	3.45	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia		-	-	-	-	-	-	-	-	-	ANI	-	GCF_000711955.1, s__Nevskia soli, 95.0...	54.77	0.9277485295	-
A3	bin.037	k__Bacteria	2921	143	88	35	99	7	2	0	0	74.83	7.52	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	59.16	0.7559518936	Genome has more than 11.7% of markers with multiple hits
A3	bin.038	k__Bacteria	88	230	148	61	158	11	0	0	0	66.81	3.91	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales				-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	53.64	0.6927347562	-
A3	bin.046	c__Gammaproteobacteria	67	481	276	42	396	42	1	0	0	93.61	9.84	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCA_003136935.1, s__13-2-20CM-66-19 sp...	79.55	0.9727107885	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
